"start","connection","end","state","score"
"Indonesia","has_major_city","Depok, West Java, Indonesia","active","155"
"Indonesia","has_major_city","Jakarta","active","155"
"Indonesia","has_major_city","Medan","active","155"
"Indonesia","has_major_city","Palembang","active","155"
"Indonesia","has_major_city","Semarang","active","155"
"Indonesia","has_major_city","Surabaya","active","155"
"Indonesia","has_major_city","Tangerang","active","155"
"Indonesia","is_a","Country","active","240"
"Indonesia","part_of","Asia","active","210"
"Indonesian Aerospace","headquartered_in","Bandung","active","185"
"Indonesian Aerospace","headquartered_in","West Java","active","185"
"Indonesian Aerospace","in_industry","Aerospace","active","165"
"Indonesian Aerospace","in_industry","Defense","active","165"
"Indonesian Aerospace","owned_by","PT Len Industri","active","180"
"Indore","is_a","City","active","240"
"Indore","located_in","Madhya Pradesh, India","active","190"
"Indore","part_of","India","active","210"
"Indus","empties_into","Arabian Sea","active","165"
"Indus","flows_through","China","active","165"
"Indus","flows_through","India","active","165"
"Indus","flows_through","Pakistan","active","165"
"Indus","is_a","River","active","240"
"Industrial and Commercial Bank of China","makes","Asset management","active","160"
"Industrial and Commercial Bank of China","makes","Banking","active","160"
"Industrial and Commercial Bank of China","makes","Commodities","active","160"
"Industrial and Commercial Bank of China","makes","Credit cards","active","160"
"Industrial and Commercial Bank of China","makes","Equities trading","active","160"
"Industrial and Commercial Bank of China","makes","Insurance","active","160"
"Industrial and Commercial Bank of China","makes","Investment management","active","160"
"Industrial and Commercial Bank of China","makes","Mortgage loans","active","160"
"Industrial and Commercial Bank of China","makes","Private equity","active","160"
"Industrial and Commercial Bank of China","makes","Wealth management","active","160"
"Industrial Automation","is_a","Market Segment","active","240"
"Infantry Fighting Vehicle","operates_in","Land Domain","active","175"
"Inference","is_a","Model Operation","active","240"
"Inference","uses","Trained Model","proposed","69"
"Information Domain","is_a","Operational Domain","active","240"
"Information Satellite Systems Reshetnev","makes","Communications satellites","active","160"
"Inmarsat","headquartered_in","London, England","active","185"
"Inmarsat","in_industry","Satellite communication","active","165"
"Inmarsat","owned_by","Viasat","active","180"
"Inner Mongolia, China","is_a","Region","active","240"
"Inner Mongolia, China","part_of","China","active","210"
"Institute of Directors","headquartered_in","London","active","185"
"Institute of Directors","headquartered_in","Pall Mall","active","185"
"Institute of Directors","headquartered_in","SW1","active","185"
"Integrated Air and Missile Defence","defends_against","Missiles","proposed","69"
"Integrated Air and Missile Defence","is_a","Defence Technology","active","240"
"Intel","founded_by","Arthur Rock","active","190"
"Intel","founded_by","Gordon Moore","active","190"
"Intel","founded_by","Robert Noyce","active","190"
"Intel","has_key_person","CEO","rejected","0"
"Intel","has_key_person","CFO","rejected","0"
"Intel","has_key_person","chairman","rejected","0"
"Intel","has_key_person","Lip-Bu Tan","active","150"
"Intel","headquartered_in","37°23′16″N121°57′49″W﻿ / ﻿37.38778°N 121.96361°W﻿ /37.38778; -121.96361","active","185"
"Intel","headquartered_in","Santa Clara, California","active","185"
"Intel","in_industry","Semiconductors","active","165"
"Intel","is_a","Company","active","240"
"Intel","manufactures","CPU","active","175"
"Intel","owns","Intel Ireland","active","180"
"Intel","owns","Mobileye","active","180"
"Intelligence Agency","is_a","Security Organisation","active","240"
"Intelligence Agency","uses","Geospatial Intelligence","proposed","69"
"Intelligence Agency","uses","Human Intelligence","proposed","69"
"Intelligence Agency","uses","Open Source Intelligence","proposed","69"
"Intelligence Agency","uses","Signals Intelligence","proposed","69"
"International Finance Corporation","headquartered_in","Washington, D.C.","active","185"
"International Security Assistance Force","headquartered_in","Kabul","active","185"
"Internet Services","is_a","Market Segment","active","240"
"Interpreter","executes","Source Code","proposed","72"
"Interpreter","is_a","Developer Tool","active","240"
"Investment Banking","is_a","Market Segment","active","240"
"Investor AB","makes","private equity","active","160"
"iOS","developed_by","Apple","active","200"
"iOS","is_a","Operating System","active","240"
"Ipsos MORI","has_key_person","Kelly Beaver (CEO)","active","150"
"Ipsos MORI","headquartered_in","London","active","185"
"Ipsos MORI","in_industry","Market research","active","165"
"Ipsos MORI","owned_by","Ipsos","active","180"
"Iran","borders","Afghanistan","active","210"
"Iran","borders","Armenia","active","210"
"Iran","borders","Azerbaijan","active","210"
"Iran","borders","Iraq","active","210"
"Iran","borders","Pakistan","active","210"
"Iran","borders","Turkey","active","210"
"Iran","borders","Turkmenistan","active","210"
"Iran","has_capital","Tehran","active","235"
"Iran","has_language","fa-IR","active","160"
"Iran","has_language","ku","active","160"
"Iran","has_major_city","Isfahan","active","155"
"Iran","has_major_city","Mashhad","active","155"
"Iran","has_major_city","Tehran","active","155"
"Iran","is_a","Country","active","240"
"Iran","part_of","Asia","active","210"
"Iran Aircraft Manufacturing Industries Corporation","makes","Commercial airliners, civil & military aircraft, civil aviation","deprecated","35"
"Iran Aviation Industries Organization","has_key_person","Afshin Khajeh Fard (Head)","active","150"
"Iran Aviation Industries Organization","headquartered_in","Iran","active","185"
"Iran Aviation Industries Organization","headquartered_in","Tehran","active","185"
"Iran Aviation Industries Organization","in_industry","Aerospace","active","165"
"Iran Aviation Industries Organization","makes","Commercial airliners, Civil & Military aircraft, Civil aviation","deprecated","35"
"Iran Aviation Industries Organization","owned_by","Iran Civil Aviation Organization","active","180"
"Iran Aviation Industries Organization","owned_by","Ministry of Defense","active","180"
"Iran Aviation Industries Organization","owns","HESA","active","180"
"Iran Aviation Industries Organization","owns","PANHA","active","180"
"Iran Aviation Industries Organization","owns","Qods Aviation Industry","active","180"
"Iran Aviation Industries Organization","owns","SAHA","active","180"
"Iran Khodro","makes","Automotive parts","active","160"
"Iran Khodro","makes","Commercial vehicles","active","160"
"Iran Khodro","makes","Engines","active","160"
"Iran Khodro","owns","IKAP","active","180"
"Iran Khodro","owns","Iran Khodro Diesel","active","180"
"Iran Khodro","provides","Automotive finance","active","155"
"Iran Khodro","provides","Vehicle leasing","active","155"
"Iran Khodro","provides","Vehicle service","active","155"
"Iran Tractor Manufacturing Company","makes","Diesel engines","active","160"
"Iran Tractor Manufacturing Company","makes","Tractors","active","160"
"Iran Tractor Manufacturing Company","provides","Parts, service, finance","deprecated","35"
"Iraq","borders","Iran","active","210"
"Iraq","borders","Jordan","active","210"
"Iraq","borders","Kuwait","active","210"
"Iraq","borders","Saudi Arabia","active","210"
"Iraq","borders","Syria","active","210"
"Iraq","borders","Turkey","active","210"
"Iraq","has_capital","Baghdad","active","235"
"Iraq","has_language","ar-IQ","active","160"
"Iraq","has_language","hy","active","160"
"Iraq","has_language","ku","active","160"
"Iraq","has_major_city","Al Başrah al Qadīmah","active","155"
"Iraq","has_major_city","Al Mawşil al Jadīdah","active","155"
"Iraq","has_major_city","Baghdad","active","155"
"Iraq","has_major_city","Erbil","active","155"
"Iraq","has_major_city","Mosul","active","155"
"Iraq","is_a","Country","active","240"
"Iraq","part_of","Asia","active","210"
"Ireland","borders","United Kingdom","active","210"
"Ireland","has_capital","Dublin","active","235"
"Ireland","has_language","en-IE","active","160"
"Ireland","has_language","ga-IE","active","160"
"Ireland","is_a","Country","active","240"
"Ireland","is_a","Island","active","240"
"Ireland","part_of","Europe","active","210"
"Iridium Communications","makes","Satellite communications equipment","active","160"
"Iridium Communications","provides","Satellite voice and data services","active","155"
"IRIS-T","guided_by","Imaging","active","180"
"IRIS-T","guided_by","infrared seeker","active","180"
"IRIS-T","has_type","IDAS","active","225"
"IRIS-T","has_type","IRIS-T SL","active","225"
"IRIS-T","has_type","Short-range air-to-air missile","active","225"
"IRIS-T","has_type","Surface-to-air missile","active","225"
"IRIS-T","has_warhead","Dual-layer HE/fragmentation","active","170"
"IRIS-T","launched_from","Eurofighter Typhoon","active","175"
"IRIS-T","launched_from","General Dynamics F-16 Fighting Falcon","active","175"
"IRIS-T","launched_from","IDAS","active","175"
"IRIS-T","launched_from","IRIS-T SL","active","175"
"IRIS-T","launched_from","KAI KF-21 Boramae","active","175"
"IRIS-T","launched_from","KAI T-50 Golden Eagle","active","175"
"IRIS-T","launched_from","Leonardo M-346 Master","active","175"
"IRIS-T","launched_from","McDonnell Douglas F-4 AUP","active","175"
"IRIS-T","launched_from","NASAMS-3","active","175"
"IRIS-T","launched_from","Northrop F-5M Super Tigris","active","175"
"IRIS-T","launched_from","Panavia Tornado","active","175"
"IRIS-T","launched_from","Saab JAS 39 Gripen","active","175"
"IRIS-T","made_by","Avio S.p.A.","active","185"
"IRIS-T","made_by","Diehl Defence","active","185"
"IRIS-T","made_by","GPCC","active","185"
"IRIS-T","made_by","Leonardo S.p.A.","active","185"
"IRIS-T","made_by","Litton Italia","active","185"
"IRIS-T","made_by","Nammo","active","185"
"IRIS-T","made_by","Saab AB","active","185"
"IRIS-T","operated_by","See operators","deprecated","15"
"IRIS-T","originated_in","Germany, Italy, Sweden, Greece, Norway, Spain","active","185"
"Iron Dome","designed_by","Israel Aerospace Industries","active","195"
"Iron Dome","designed_by","Rafael Advanced Defense Systems","active","195"
"Iron Dome","has_type","air defence system","active","225"
"Iron Dome","has_type","Counter rocket, artillery, and mortar (C-RAM)","active","225"
"Iron Dome","is_a","Air Defence System","active","240"
"Iron Dome","launched_from","Three/four launchers, each carrying 20 interceptors.","active","175"
"Iron Dome","made_by","Israel Aerospace Industries","active","185"
"Iron Dome","made_by","Rafael Advanced Defense Systems","active","185"
"Iron Dome","manufactured_by","Rafael Advanced Defense Systems","active","185"
"Iron Dome","operated_by","Israel Defense Forces","active","180"
"Iron Dome","originated_in","Israel","active","185"
"Iron Dome","used_in","2011","active","165"
"Iron Dome","used_in","2012","active","165"
"Iron Dome","used_in","2021","active","165"
"Iron Dome","used_in","2021 Israel–Palestine crisis","active","165"
"Iron Dome","used_in","2024 Iran–Israel conflict","active","165"
"Iron Dome","used_in","Gaza war","active","165"
"Iron Dome","used_in","Gaza–Israel conflict","active","165"
"Iron Dome","used_in","Iran–Israel war","active","165"
"Iron Dome","used_in","Operation Breaking Dawn","active","165"
"Iron Dome","used_in","Operation Pillar of Defense","active","165"
"Iron Dome","used_in","Operation Protective Edge","active","165"
"Iron Dome","used_in","Operation Shield and Arrow","active","165"
"Iron Dome","used_in","Sinai insurgency","active","165"
"Iron Dome","uses_technology","Counter Rocket Artillery Mortar","active","150"
"Irrawaddy","empties_into","Andaman Sea","active","165"
"Irrawaddy","flows_through","Myanmar","active","165"
"Irrawaddy","is_a","River","active","240"
"Irving Trust","makes","Investment banking","active","160"
"Irving Trust","makes","Wholesale banking","active","160"
"Isfahan","is_a","City","active","240"
"Isfahan","located_in","Isfahan, Iran","active","190"
"Isfahan","part_of","Iran","active","210"
"Isfahan, Iran","is_a","Region","active","240"
"Isfahan, Iran","part_of","Iran","active","210"
"Islamabad","capital_of","Pakistan","active","235"
"Islamabad","is_a","City","active","240"
"Island","contains","Beaches","active","170"
"Island","contains","Being surrounded by water","active","170"
"Island","found_in","Oceans","active","160"
"Island","is_a","Landform","active","240"
"Island","used_for","Coasts","active","150"
"Isle of Man","has_capital","Douglas","active","235"
"Isle of Man","has_language","en","active","160"
"Isle of Man","has_language","gv","active","160"
"Isle of Man","is_a","Country","active","240"
"Isle of Man","part_of","Europe","active","210"
"Israel","borders","Egypt","active","210"
"Israel","borders","Jordan","active","210"
"Israel","borders","Lebanon","active","210"
"Israel","borders","Palestinian Territory","active","210"
"Israel","borders","Syria","active","210"
"Israel","has_capital","Jerusalem","active","235"
"Israel","has_language","ar-IL","active","160"
